Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,Gaming,Touchscreen,ppi,Cpu Brand,Gpu brand
ROKC,15.6,20,1152,Windows,3.52,389.99,1366,768,0,0,100.4546699,Athlon Processor,AMD
Acer,14,16,512,Windows,2.76,899.99,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Lenovo,11.6,4,128,Windows,3.39,599,1366,768,0,1,135.0942112,Celeron Processor,Intel 
Lenovo,11.6,4,128,Windows,3.39,789,1366,768,0,1,135.0942112,Celeron Processor,Intel 
Dell,16,16,256,Windows,8.95,2431.75,1920,1200,0,0,141.509717,Intel Core i5,NVIDIA
Lenovo,14,8,256,Windows,3.31,979,1920,1080,0,1,157.3505121,Intel Core i5,Intel 
Lenovo,11.6,4,128,Windows,3.39,499,1366,768,0,1,135.0942112,Intel Core i7,Intel 
Lenovo,14,4,64,Windows,3.2,220,1366,768,0,0,111.9352036,AMD Processor,AMD
Lenovo,14,16,512,Windows,1,1287.18,1920,1200,0,0,161.7253908,AMD Processor,AMD
Dell,16,16,512,Windows,8.9,2719.95,1920,1200,0,0,141.509717,Intel Core i7,NVIDIA
Lenovo,17.3,8,512,Windows,3.9,2425.36,1920,1080,0,0,127.3356746,Intel Core i7,NVIDIA
Dell,15.6,16,512,Windows,4.06,3284.31,1920,1200,0,0,145.1381713,Intel Core i7,NVIDIA
HP,15.6,4,128,Others/Linux/Mac OS,4.37,410.87,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Acer,15.6,32,2048,Windows,2.2,3612.41,3840,2160,0,0,282.4239962,Intel Core i7,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
Intel,14.1,64,512,Others/Linux/Mac OS,7.28,1658.08,1920,1080,0,0,156.2345511,AMD Processor,NVIDIA
Lenovo,16,32,1024,Windows,4,2799,1920,1080,0,1,137.6816981,Intel Core i7,NVIDIA
Dell,14,8,256,Windows,3.4,1691.54,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
HP,13.3,8,256,Windows,2.9,1249.84,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
HP,16,32,1024,Windows,6.74,3799,3840,2400,0,0,283.019434,Intel Core i9,Intel 
Lenovo,11.6,32,512,Windows,4.2,315.47,1920,1080,0,0,189.9057905,Intel Core i7,Intel 
Lenovo,16,16,1024,Windows,8,3529,3840,2400,0,1,283.019434,Intel Core i7,NVIDIA
Lenovo,15.6,16,256,Windows,14.45,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,14,16,256,Windows,5.15,1067.32,1920,1200,0,1,161.7253908,AMD Processor,AMD
HP,14,16,512,Windows,4.65,1858.04,1920,1200,0,1,161.7253908,Intel Core i5,Intel 
Lenovo,14,16,256,Windows,5.3,1312.71,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Lenovo,14,16,512,Windows,4.97,1649.99,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,7.77,699.99,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
ROKC,15.6,20,1152,Windows,3.52,389.99,1366,768,0,0,100.4546699,Athlon Processor,AMD
ASUS,16,16,512,Windows,10.19,1329.99,1920,1200,1,0,141.509717,Intel Core i7,NVIDIA
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
HP,14,8,512,Windows,1,691.26,1920,1080,0,0,157.3505121,Intel Core i7,AMD
Lenovo,14,8,256,Chrome OS,5.2,1015.95,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
HP,11.6,4,128,Windows,4.4,499,1366,768,0,1,135.0942112,Celeron Processor,Intel 
HP,16,32,1024,Windows,8.1,3017.43,1920,1200,0,0,141.509717,Intel Core i7,Intel 
Lenovo,14,8,256,Windows,5,799,1920,1080,0,0,157.3505121,AMD Processor,AMD
Dell,14,16,512,Windows,5.85,1637.89,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
HP,16,16,512,Windows,6.05,2443.87,1920,1200,0,0,141.509717,Intel Core i7,Intel 
HP,14,32,512,Windows,5.1,2526.43,1920,1200,0,1,161.7253908,Intel Core i7,Intel 
Lenovo,15.6,16,256,Windows,6.15,1137.14,1920,1200,0,1,145.1381713,Intel Core i7,Intel 
HP,14,16,512,Windows,4.5,1492.62,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
HP,16,16,512,Windows,4.93,1779.99,1920,1080,0,0,137.6816981,Intel Core i5,Intel 
HP,16,32,512,Windows,6.04,2442.99,1920,1200,0,0,141.509717,Intel Core i7,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Acer,16,32,1024,Windows,5.29,963.9260148,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
Lenovo,14,8,256,Windows,4.93,807.97,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,11.6,4,512,Chrome OS,4.55,300.65,1366,768,0,1,135.0942112,Celeron Processor,Intel 
HP,16,16,512,Windows,6.1,1941.99,1920,1200,0,1,141.509717,AMD Processor,AMD
Dell,15.6,16,256,Windows,3.66,1639.99,1920,1080,0,0,141.2119981,Intel Core i5,NVIDIA
Dell,15.6,16,256,Windows,5.45,1432.97,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Dell,14,8,256,Windows,5,2296.24,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,14,16,512,Windows,4.8,1720.87,1920,1080,0,1,157.3505121,Intel Core i5,Intel 
Dell,14,16,256,Windows,3.6,1801.33,2560,1600,0,1,215.6338544,Intel Core i5,Intel 
Dell,14,16,256,Windows,5,1689.31,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Microsoft,12.4,8,256,Windows,5.31,963.9260148,1536,1024,0,1,148.8743752,Intel Core i5,Intel 
Dell,13.3,8,256,Windows,3.45,909.63,1920,1080,0,1,165.6321181,Intel Core i3,Intel 
Dell,13.3,16,256,Windows,2.48,1954.38,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Acer,14,8,128,Windows,3.4,439.99,1920,1200,0,0,161.7253908,Intel Core i3,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Lenovo,14,8,256,Windows,5.29,987.52,1920,1200,0,1,161.7253908,Intel Core i5,Intel 
HP,14,16,256,Windows,4.65,910.63,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,13.3,8,256,Windows,4.15,859.99,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Lenovo,14,8,256,Windows,5.42,974.67,1920,1200,0,0,161.7253908,Intel Core i5,Intel 
HP,14,16,512,Windows,4.75,1683.73,1920,1200,0,1,161.7253908,Intel Core i7,Intel 
HP,14,8,256,Windows,4.7,1109.99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,14,16,512,Windows,4.8,1573.4,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Lenovo,14,4,512,Windows,1,221.59,1366,768,0,0,111.9352036,Celeron Processor,Intel 
Dell,14,16,256,Windows,5.1,1396.43,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,15.6,16,512,Windows,9.4,2562.5,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
HP,14,32,1024,Windows,4.75,1212.49,1920,1080,0,0,157.3505121,AMD Processor,AMD
Lenovo,13.3,8,256,Windows,4,796.24,1920,1200,0,0,170.2372535,AMD Processor,AMD
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
MSI,16,32,2048,Windows,5.07,2541.19,2560,1600,1,0,188.6796226,Intel Core i9,NVIDIA
HP,15.6,32,1024,Windows,5.5,1398.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,14,4,64,Chrome OS,4.99,546.12,1366,768,0,0,111.9352036,Celeron Processor,Intel 
HP,15.6,16,512,Windows,4.59,1292.76,1920,1080,0,1,141.2119981,AMD Processor,AMD
HP,14,16,256,Windows,2.85,967.77,1920,1080,0,0,157.3505121,AMD Processor,AMD
LENOVO - TOPSELLER VELOCITY,14,8,256,Windows,1,979.99,1920,1080,0,0,157.3505121,AMD Processor,AMD
Acer,15.6,16,512,Windows,11,1262.79,1920,1080,0,0,141.2119981,Intel Core i9,Intel 
Acer,15.6,16,256,Windows,4.4,1388.62,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Dell,14,16,512,Windows,5.45,1300.94,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Dell,14,8,256,Windows,5.4,1325.44,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Dell,13.3,16,256,Windows,4.2,1594,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
LG,17,8,256,Windows,5.1,1072.33,2560,1600,0,0,177.5808213,Intel Core i3,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,15.6,8,512,Windows,7.77,699.99,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
ROKC,15.6,20,1152,Windows,3.52,389.99,1366,768,0,0,100.4546699,Athlon Processor,AMD
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,15.6,8,256,Windows,4.47,1519.4,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,13.3,16,512,Windows,4.42,1648.78,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Dell,14,8,256,Windows,3.68,1679.24,1920,1200,0,0,161.7253908,Intel Core i5,Intel 
Lenovo,11.6,8,512,Chrome OS,4.2,389.52,1366,768,0,0,135.0942112,Celeron Processor,Intel 
Acer,12,8,64,Chrome OS,3.2,551.61,1366,912,0,1,136.8723046,Intel Core i7,Intel 
Lenovo,14,16,256,Windows,3.08,1861.36,1920,1200,0,1,161.7253908,Intel Core i5,Intel 
Dell,14,4,512,Chrome OS,4.99,684.5,1366,768,0,0,111.9352036,Intel Core i3,Intel 
Acer,17.3,16,1024,Windows,6.39,1699.99,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Lenovo,15.6,16,512,Windows,6.33,3258.35,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
Lenovo,11.6,4,512,Chrome OS,4.1,254.92,1366,768,0,0,135.0942112,Celeron Processor,Intel 
Dell,15.6,4,128,Windows,3.95,560.57,1366,768,0,0,100.4546699,Intel Core i3,Intel 
ASUS,14,4,512,Windows,5.6,539.99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
Dell,15.6,16,256,Windows,3.51,1719.35,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Dell,15.6,32,512,Others/Linux/Mac OS,8.83,4233.67,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,14,16,512,Windows,4.6,2579,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Acer,15.6,16,512,Others/Linux/Mac OS,5.38,784.72,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
HP,11.6,8,512,Chrome OS,4.3,319.7,1920,1080,0,0,189.9057905,AMD Processor,AMD
Dell,13.3,8,256,Windows,2.69,1200.01,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
Dell,13.3,16,512,Windows,5.5,1373.23,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Lenovo,14,8,512,Windows,5.2,1690.01,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,14,8,512,Windows,3.81,972.07,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Lenovo,14,16,512,Windows,3.15,2100.25,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HEWLETT PACKARD,11.6,4,512,Others/Linux/Mac OS,3.2,131.6,1920,1080,0,0,189.9057905,Intel Core i7,Intel 
Dell,13.3,4,512,Windows,5.35,802.5,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,7.77,699.99,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
ROKC,15.6,20,1152,Windows,3.52,389.99,1366,768,0,0,100.4546699,Athlon Processor,AMD
ASUS,16,16,512,Windows,10.19,1329.99,1920,1200,1,0,141.509717,Intel Core i7,NVIDIA
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Dell,12.5,8,512,Windows,10.6,1720.36,1366,768,0,0,125.367428,Intel Core i7,Intel 
HP,15.6,16,512,Windows,2.2,2180,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,12.5,4,500,Windows,5.32,1099,1366,768,0,0,125.367428,Intel Core i5,Intel 
Lenovo,15.6,16,3000,Others/Linux/Mac OS,7.2,563.68,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,11.6,16,16,Chrome OS,2.74,59.99,1366,768,0,0,135.0942112,Intel Core i7,Intel 
ASUS,14.5,32,1024,Windows,3.5,2099.99,1920,1080,0,0,151.9246324,Intel Core i9,NVIDIA
HP,11.6,2,16,Chrome OS,0.071,69.99,1366,768,0,0,135.0942112,Celeron Processor,Intel 
LG,17,32,1024,Windows,3.2,2146.99,2560,1600,0,0,177.5808213,Intel Core i7,NVIDIA
HP,14,16,512,Windows,6.25,1234.99,1920,1200,0,0,161.7253908,Intel Core i5,Intel 
ASUS,16,16,512,Windows,7.43,1499.99,1920,1200,0,0,141.509717,Intel Core i9,NVIDIA
HP,14,4,512,Chrome OS,3.4,256.94,1366,768,0,0,111.9352036,Celeron Processor,Intel 
ASUS,15.6,16,512,Windows,5.14,849.99,1920,1080,0,0,141.2119981,AMD Processor,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Acer,16,32,1024,Windows,5.29,963.9260148,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
GIGABYTE,17.3,32,1024,Windows,10.18,2049,1920,1080,0,0,127.3356746,Intel Core i7,NVIDIA
ASUS,14,32,2048,Windows,2.23,2269.75,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,13.5,16,256,Chrome OS,1,1562.08,1920,1280,0,1,170.9298382,Intel Core i7,Intel 
HP,14,16,512,Windows,4.6,1990,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
ASUS,14,16,512,Chrome OS,2.71,1049.99,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
ASUS,14,16,1024,Windows,5.5,1099.99,2560,1600,0,0,215.6338544,Intel Core i7,Intel 
MSI,15.6,32,512,Windows,5.25,2684.99,2560,1440,1,0,188.2826641,Intel Core i9,Intel 
Lenovo,15,8,128,Windows,4,249.99,1920,1080,0,0,146.860478,Intel Core i3,Intel 
Razer,17.3,32,1024,Windows,9.48,4299.99,3840,2160,1,0,254.6713491,Intel Core i9,Intel 
Acer,15.6,4,64,Chrome OS,3.53,352.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Dell,15.6,8,256,Windows,4.47,709.99,1366,768,0,0,100.4546699,Intel Core i5,Intel 
HP,17.3,16,1024,Windows,6.14,1199.95,1920,1080,0,0,127.3356746,Intel Core i7,NVIDIA
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
Acer,14,8,128,Windows,3.4,439.99,1920,1200,0,0,161.7253908,Intel Core i3,Intel 
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Lenovo,15.6,8,256,Windows,5.95,664.33,1920,1080,0,0,141.2119981,AMD Processor,AMD
Dell,14,32,512,Windows,7.55,2124.74,1920,1080,0,0,157.3505121,Intel Core i7,NVIDIA
MSI,15.6,16,1024,Windows,4.96,1699,2560,1440,1,0,188.2826641,Intel Core i9,Intel 
ASUS,13.3,8,512,Windows,1.96,815.99,1920,1080,0,0,165.6321181,AMD Processor,AMD
Lenovo,14,8,256,Windows,4.75,651.08,1920,1080,0,1,157.3505121,Intel Core i5,Intel 
Acer,11.6,8,32,Chrome OS,2.87,366.99,1366,768,0,0,135.0942112,Celeron Processor,Intel 
HP,16,16,256,Windows,6.04,1445.99,1920,1200,0,1,141.509717,AMD Processor,AMD
Lenovo,14,16,512,Windows,5.15,1382.35,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
ASUS,15.6,32,1024,Windows,7.4,1299.99,2880,1620,0,0,211.8179971,AMD Processor,Intel 
HP,14,4,256,Chrome OS,4,189.99,1366,768,0,1,111.9352036,Celeron Processor,Intel 
HP,15.6,16,256,Windows,5.52,1030.28,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
SAMSUNG,11,4,16,Chrome OS,3.65,79.99,1920,1080,0,0,200.2642882,Celeron Processor,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
HP,13.3,16,512,Windows,2.5,1399,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
HP,17.3,16,512,Windows,4.6,1326.87,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
HP,14,16,512,Windows,5.05,1492.18,1920,1200,0,0,161.7253908,Intel Core i5,Intel 
Microsoft,14.4,16,256,Windows,7.3,1359,2400,1600,0,0,200.3084042,Intel Core i5,Intel 
HP,13.3,16,256,Windows,4.7,1330.99,1920,1200,0,1,170.2372535,Intel Core i5,Intel 
HP,14,8,512,Chrome OS,3,631.84,1366,768,0,0,111.9352036,Athlon Processor,AMD
Elo,15,8,128,Others/Linux/Mac OS,4.37,2437.88,1920,1080,0,1,146.860478,Intel Core i7,Intel 
HP,15,8,128,Windows,3.5,269.99,1366,768,0,0,104.4728567,Celeron Processor,Intel 
Lenovo,14,4,512,Chrome OS,4.6,359.15,1920,1080,0,0,157.3505121,Intel Core i5,AMD
MSI,15.6,16,1024,Windows,5.25,1899,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
AWOW,11.6,6,256,Windows,3.08,399.99,1920,1080,0,1,189.9057905,Celeron Processor,Intel 
Dell,15.6,4,512,Chrome OS,5.14,482.78,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
ASUS,15.6,8,512,Windows,7.77,699.99,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
ROKC,15.6,20,1152,Windows,3.52,389.99,1366,768,0,0,100.4546699,Athlon Processor,AMD
ASUS,16,16,512,Windows,10.19,1329.99,1920,1200,1,0,141.509717,Intel Core i7,NVIDIA
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
GIGABYTE,16,16,2048,Windows,5.07,1369,3840,2400,0,0,283.019434,Intel Core i7,NVIDIA
HP,13.5,16,512,Windows,4.3,2145.99,1920,1280,0,1,170.9298382,Intel Core i7,Intel 
Core Innovations,14.1,4,64,Windows,2.7,149.99,1366,768,0,0,111.1413369,Celeron Processor,Intel 
Lenovo,15.6,8,256,Windows,14.3,819.94,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,6.12,1226.09,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,11.6,4,32,Chrome OS,3.89,109.99,1366,768,0,0,135.0942112,Celeron Processor,Intel 
Lenovo,14,4,64,Chrome OS,4.58,132.99,1366,768,0,0,111.9352036,Celeron Processor,Intel 
ASUS,16,8,512,Windows,6.5,549.99,1920,1200,0,0,141.509717,Intel Core i5,Intel 
MSI,14,8,512,Others/Linux/Mac OS,4.37,811.96,1920,1080,1,0,157.3505121,Intel Core i5,Intel 
HP,14,4,512,Windows,4.27,232.99,1366,768,0,1,111.9352036,Celeron Processor,Intel 
Lenovo,14,4,32,Chrome OS,4.6,129.99,1920,1080,0,1,157.3505121,AMD Processor,AMD
HP,14,4,1024,Windows,3.31,963.9260148,1366,768,0,0,111.9352036,AMD Processor,AMD
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,16,32,1024,Windows,10.6,2199.99,2560,1600,0,0,188.6796226,Intel Core i9,Intel 
HP,14,16,256,Windows,4.57,1684.49,1920,1200,0,0,161.7253908,Intel Core i5,Intel 
HP,14,16,512,Windows,4,1335.29,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,14,32,512,Windows,4.97,2077.99,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,4.58,2259,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
Lenovo,14,8,128,Windows,4.54,299.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,17.3,8,512,Windows,8.8,899.99,1920,1080,1,0,127.3356746,AMD Processor,NVIDIA
Lenovo,13,16,256,Windows,3.75,1699,2160,1350,0,0,195.9365312,Intel Core i7,Intel 
Dell,15.6,16,512,Windows,4.4,3018.57,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ASUS,16,8,512,Windows,7.4,699.99,1920,1200,0,0,141.509717,Intel Core i5,Intel 
MSI,17.3,32,1024,Windows,11.43,963.9260148,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Lenovo,11.6,4,512,Chrome OS,3.85,232.99,1366,768,0,0,135.0942112,Celeron Processor,Intel 
ASUS,15.6,8,512,Windows,7.77,699.99,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
ROKC,15.6,20,1152,Windows,3.52,389.99,1366,768,0,0,100.4546699,Athlon Processor,AMD
ASUS,16,16,512,Windows,10.19,1329.99,1920,1200,1,0,141.509717,Intel Core i7,NVIDIA
ASUS,15.6,16,512,Chrome OS,6.22,699.99,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,4,32,Chrome OS,3.31,336.33,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
HYUNDAI,14.1,4,512,Windows,3.5,299.99,1366,768,0,0,111.1413369,Celeron Processor,Intel 
MSI,17.3,32,1024,Windows,10.67,2999,1920,1080,1,0,127.3356746,Intel Core i9,NVIDIA
Lenovo,14,8,512,Windows,3,999.99,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,11.6,4,512,Chrome OS,2.73,260.38,1366,768,0,0,135.0942112,Celeron Processor,Intel 
HP,14,16,256,Windows,4.85,1712.99,1920,1200,0,1,161.7253908,Intel Core i5,Intel 
Lenovo,16,32,1024,Windows,4.1,2859,3840,2400,0,1,283.019434,Intel Core i7,NVIDIA
dynabook,15.6,8,256,Windows,5.65,873.84,1366,768,0,0,100.4546699,Intel Core i5,Intel 
Acer,15.6,4,64,Chrome OS,4.19,351.02,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,14,8,512,Others/Linux/Mac OS,4.37,862.61,1920,1080,1,0,157.3505121,Intel Core i7,Intel 
Lenovo,13.3,16,256,Windows,4.6,1119,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
Acer,12,4,512,Chrome OS,3.4,451.23,1920,1080,0,0,183.5755975,Celeron Processor,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
HP,14,4,96,Chrome OS,3.5,499.99,1366,768,0,1,111.9352036,Celeron Processor,Intel 
LG,16,32,2048,Windows,2.18,1999.99,2560,1600,0,0,188.6796226,Intel Core i7,Intel 
LG,16,16,1024,Windows,2.18,1799.99,2560,1600,0,0,188.6796226,Intel Core i7,Intel 
MSI,16,32,1024,Windows,7.6,1799,2560,1600,1,0,188.6796226,Intel Core i7,Intel 
MSI,16,16,1024,Windows,8.6,2799,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
ASUS,16,32,32,Windows,12.6,963.9260148,1920,1080,0,0,137.6816981,Intel Core i9,Intel 
ASUS,15.6,8,512,Windows,5.8,599.99,1920,1080,0,0,141.2119981,AMD Processor,Intel 
ASUS,15.6,16,1024,Windows,5.8,799.99,1920,1080,0,0,141.2119981,AMD Processor,AMD
